SEL;CODBARRA;DESCRICAO;VRCUSTO;CUSTO_REPOSICAO;VRVENDA;ATIVO;ATIVO_COMPRA;ATACAREJO;COMISSAO;FORNECEDOR;CODDPTO;DEPARTAMENTO;GRUPO;SUBGRUPO;SECAO;UNIDADE;MARKUP;CODFOR;ALIQUOTA;BALANCA;PROMOCAO;VRPROMO;VRCLUBEFIDELIDADE;PIS;TIPOPIS;FATORKG;FATORCX;CODBALANCA;DESCMAX;ESPECIFICACAO;COMPOSICAO;CODIGO;COD_GRUPO;COD_SUBGRUPO;CEST;DATA_ALTERACAO;CUSTO_TOTAL;DATA_ALTERACAO_PRECO;NCM;COMECO_DESCRICAO;IDEMPRESA;DATA_CADASTRO;MARGEM_CALCULADA;GRUPO_PRECO;IDPISCOFINS;DESPIS;IMPRIMIRCOMP;COD_GRUPOPRECO;ATACADO;VRDESCPRECO2_MP;VRDESCPRECO2_PRO;TPDESCPRECO2;QTDE_ESTOQUE;QTDE_DEPOSITO;QTDE_TOTAL;PRODUTO_PAI;DESCRICAO_RESUMIDA;DESCRICAO_WEB;DESCRICAO_BALANCA;QUANTIDADE;ALTERA_DESCRICAO_COTACAO;PERDA;IDMARCA;MARCA;ETQ_IMPRESSA;VASILHAME;COD_FIGURA_FISCAL;FIGURA_FISCAL;POSSUI_RECEITA;FATOR_FILHO;QTDE_ETIQUETAS;VLRPROMOCAO;REALIZA_TROCA;COTACAO;EST_MINIMO;EST_MAXIMO;EST_ATUAL_X_MINIMO;EST_ATUAL_X_MAXIMO;UNIDADE_APRESENTACAO;CONTEUDO_EMBALAGEM;APRESENTACAO_ETIQUETA;VLR_APRESENTACAO;CODOPERADOR;TIPO_PRODUTO;ABC;PERC_ABC;DATA_ABC
T;"7,90E+12";BEBIDA LACTEA QUATAZINHO CHOCOLATE 200ML;"0,63";"0,65";"0,99";S;S;;;NOVA MIX IND. E COM. DE ALIMENTOS LTDA;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;35825;STB;N;N;0;;S;N;1;1;1;;;N;807970;6164;4;1711500;15/03/2024;"0,64";05/04/2024;22029900;B;2;23/04/2015;"34,34";;12;ALIQUOTA ZERO;N;;N;;0;D;81;0;81;;BEBIDA LACTEA QUATAZINHO CHOCOLATE 200ML;BEBIDA LACTEA QUATAZINHO CHOCOLATE 200ML;BEBIDA LACTEA QUATAZINHO CHOCOLATE 200ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"0,99";625;;;;
T;"7,90E+12";BISC MABEL ROSQUINHA COCO 600G;"6,49";"6,49";"7,99";S;S;N;;STOQUE MERCANTIL LTDA;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;0;10084;STB;N;N;0;;S;N;1;1;1;;;N;908030;2;4;1705301;08/05/2024;0;17/04/2024;19053100;B;2;17/01/2024;"18,77";;13;TRIBUTADOS;N;;N;;;;12;0;12;;BISC MABEL ROSQUINHA COCO 600G;BISC MABEL ROSQUINHA COCO 600G;BISC MABEL ROSQUINHA COCO 600G;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"7,99";845;N;;;
T;"7,90E+12";BISC NINFA AGUA E SAL 740G;"4,86";"5,06";"9,29";S;S;;;NINFA INDUSTRIA DE ALIMENTOS LTDA;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;11;10315;STB;N;N;"4,49";;S;N;1;10;1;;;N;802342;2;0;1706000;18/04/2024;"4,56";05/04/2024;19053100;B;2;20/08/2014;"45,53";;13;TRIBUTADOS;N;;N;;0;D;6;0;6;;BISC NINFA AGUA E SAL 740G;BISC NINFA AGUA E SAL 740G;BISC NINFA AGUA E SAL 740G;;;N;;;N;N;6;SUBSTITUICAO;N;;;"4,49";S;N;0;0;MAIOR;MAIOR;;1;1;"9,29";85;;;;
T;"7,90E+12";BISC NINFA COCO 740G;"5,1";"5,3";"9,29";S;S;;;NINFA INDUSTRIA DE ALIMENTOS LTDA;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;12;10315;STB;N;N;0;;S;N;1;10;1;;;N;799580;2;0;1705301;18/04/2024;"4,78";05/04/2024;19053100;B;2;31/03/2014;"42,95";;13;TRIBUTADOS;N;;N;;0;D;7;0;7;;BISC NINFA COCO 740G;BISC NINFA COCO 740G;BISC NINFA COCO 740G;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"9,29";87;;;;
T;"7,90E+12";BISC NINFA CREAM CRACKER 740G;"5,87";"6,07";"9,29";S;S;;;NINFA INDUSTRIA DE ALIMENTOS LTDA;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;12;10315;STB;N;N;0;;S;N;1;10;1;;;N;799555;2;0;1705302;18/04/2024;"5,51";05/04/2024;19053100;B;2;29/03/2014;"34,66";;13;TRIBUTADOS;N;;N;;0;D;7;0;7;;BISC NINFA CREAM CRACKER 740G;BISC NINFA CREAM CRACKER 740G;BISC NINFA CREAM CRACKER 740G;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"9,29";87;;;;
T;"7,90E+12";BISC NINFA MAIZENA 740G;"5,81";"6,01";"9,29";S;S;;;NINFA INDUSTRIA DE ALIMENTOS LTDA;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;11;10315;STB;N;N;0;;N;N;1;10;1;;;N;799556;6164;0;1705301;18/04/2024;"5,45";17/04/2024;19053100;B;2;29/03/2014;"35,31";;13;TRIBUTADOS;N;;N;;0;D;14;0;14;;BISC NINFA MAIZENA 740G;BISC NINFA MAIZENA 740G;BISC NINFA MAIZENA 740G;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"9,29";87;;;;
T;"7,90E+12";BISC NINFA MARIA 740G;"5,81";"6,01";"9,29";S;S;;;NINFA INDUSTRIA DE ALIMENTOS LTDA;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;11;10315;STB;N;N;0;;N;N;1;10;1;;;N;799582;2;0;1705301;18/04/2024;"5,44";05/04/2024;19053100;B;2;31/03/2014;"35,31";;13;TRIBUTADOS;N;;N;;0;D;2;0;2;;BISC NINFA MARIA 740G;BISC NINFA MARIA 740G;BISC NINFA MARIA 740G;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"9,29";87;;;;
T;"7,90E+12";BISC NINFA RECHEADO CHOCOLATE 110G;"0,82";1;"1,9";S;S;;;NINFA INDUSTRIA DE ALIMENTOS LTDA;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;11;10315;STB;N;N;0;;S;;1;40;1;;;N;386562;2;0;1705300;10/02/2024;"0,86";05/04/2024;19053100;B;2;;"47,37";;13;TRIBUTADOS;N;;N;;0;D;82;0;82;;BISC NINFA RECHEADO CHOCOLATE 110G;BISC NINFA RECHEADO CHOCOLATE 110G;BISC NINFA RECHEADO CHOCOLATE 110G;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"1,9";;;;;
T;"7,90E+12";BISC NINFA RECHEADO CHOCOLATE BRANCO 110G;"0,82";1;"1,9";S;S;;;NINFA INDUSTRIA DE ALIMENTOS LTDA;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;11;10315;STB;N;N;0;;S;;1;40;1;;;N;386579;2;4;1705300;10/02/2024;"0,86";05/04/2024;19053100;B;2;;"47,37";;13;TRIBUTADOS;N;;N;;;;1;0;1;;;;;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"1,9";;;;;
T;"7,90E+12";BISC PETISCO CX COCO 2KG;"9,95";"10,67";"22,9";S;S;;;PETISCO E MARA S/A.;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;10;10017;STB;N;N;0;;S;;1;1;1;;;N;75619;6164;0;1705900;01/04/2024;"9,45";05/04/2024;19053100;B;2;;"53,41";BOLACHA PETISCO 2 KG;13;TRIBUTADOS;N;4658;N;;0;D;1;0;1;;BISC PETISCO CX COCO 2KG;BISC PETISCO CX COCO 2KG;BISC PETISCO CX COCO 2KG;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"22,9";;;;;
T;"7,90E+12";BISC PETISCO CX MAIZENA 2KG;"9,5";"10,02";"22,9";S;S;;;PETISCO E MARA S/A.;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;10;10017;STB;N;N;"8,99";;S;;1;1;1;;;N;87803;6164;0;1705301;09/04/2024;"9,02";05/04/2024;19053100;B;2;;"56,24";BOLACHA PETISCO 2 KG;13;TRIBUTADOS;N;4658;N;;0;D;1;0;1;;BISC PETISCO CX MAIZENA 2KG;BISC PETISCO CX MAIZENA 2KG;BISC PETISCO CX MAIZENA 2KG;;;N;;;N;N;6;SUBSTITUICAO;N;;;"8,99";S;N;0;0;MAIOR;MAIOR;;1;1;"22,9";;;;;
T;"7,90E+12";BISC PETISCO CX MARIA 2KG;11;"11,52";"22,9";S;S;;;PETISCO E MARA S/A.;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;10;10017;STB;N;N;"8,99";;S;;1;1;1;;;N;75602;6164;0;1705301;01/04/2024;"10,31";05/04/2024;19053100;B;2;;"49,69";BOLACHA PETISCO 2 KG;13;TRIBUTADOS;N;4658;N;;0;D;2;0;2;;BISC PETISCO CX MARIA 2KG;BISC PETISCO CX MARIA 2KG;BISC PETISCO CX MARIA 2KG;;;N;;;N;N;6;SUBSTITUICAO;N;;;"8,99";S;N;0;0;MAIOR;MAIOR;;1;1;"22,9";;;;;
T;"7,90E+12";BISC RECHEADO DANIX QD CHOCO-CHOCO 130G;"1,1";"1,32";"2,89";S;S;;;LUFIR COMERCIO E REPRESENTACAO LTDA;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;12;10019;STB;N;N;0;;S;N;1;1;1;;;N;830190;2;4;1705300;16/04/2024;1;17/04/2024;19053100;B;2;08/09/2017;"54,33";BISC RECHEADO DANIX 130G;13;TRIBUTADOS;N;5159;N;;0;D;135;0;135;;BISC RECHEADO DANIX QD CHOCO-CHOCO 130G;BISC RECHEADO DANIX QD CHOCO-CHOCO 130G;BISC RECHEADO DANIX QD CHOCO-CHOCO 130G;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"2,89";423;;;;
T;"7,90E+12";BISC RECHEADO DANIX QD CHOCOLATE 130G;"1,55";"1,78";"2,89";S;S;;;LUFIR COMERCIO E REPRESENTACAO LTDA;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;10019;STB;N;N;0;;S;N;1;1;1;;;N;830192;6164;4;1705300;17/04/2024;"1,41";17/04/2024;19053100;B;2;08/09/2017;"38,41";;13;TRIBUTADOS;N;;N;;0;D;80;0;80;;BISC RECHEADO DANIX QD CHOCOLATE 130G;BISC RECHEADO DANIX QD CHOCOLATE 130G;BISC RECHEADO DANIX QD CHOCOLATE 130G;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"2,89";423;;;;
T;"7,90E+12";CAFE PATOS 500G;"7,5";"7,5";"13,5";S;S;;;VEREDAS INDUSTRIA E COMERCIO DE CEREAIS EIRELI;4879;PRODUTOS ALIMENTICIOS;CESTA BASICA;CAFE PRETO;;UN;0;42211;T03;N;N;"7,49";;S;N;;2;1;;;N;817435;4882;210;1709600;10/05/2024;"7,5";09/05/2024;9012100;C;2;29/07/2016;"44,44";;12;ALIQUOTA ZERO;N;;N;;0;D;41;0;41;;CAFE PATOS 500G;CAFE PATOS 500G;CAFE PATOS 500G;;;N;;;N;N;7;TRIBUTADO 7%;N;;;"7,49";S;N;0;0;MAIOR;MAIOR;;1;1;"13,5";85;;;;
T;"7,90E+12";CAFE PLANALTINA 500G;"8,5";"8,5";"11,9";S;N;N;;VEREDAS INDUSTRIA E COMERCIO DE CEREAIS EIRELI;4881;FESTA E LEMBRANCINHAS;BALANﾇO LJ 02 2020;CAFE PRETO;;UN;0;42211;T03;N;N;0;;S;N;;1;1;;;N;904368;6164;210;;09/05/2024;0;17/04/2024;9012100;C;2;31/08/2023;"28,57";;12;ALIQUOTA ZERO;N;;N;;0;D;25;0;25;;CAFE PLANALTINA 500G;CAFE PLANALTINA 500G;CAFE PLANALTINA 500G;;N;N;;;N;N;7;TRIBUTADO 7%;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"11,9";2666;N;;;
T;"7,90E+12";CAFE VASCONCELOS EXTRA FORTE 500G;8;8;"17,9";S;S;;;VASCONCELOS IND.COM.IM.EXP.LTDA;4881;FESTA E LEMBRANCINHAS;CESTA BASICA;CAFE PRETO;;UN;10;10473;T03;N;N;0;;S;;1;2;1;;;N;7535;4882;210;1709600;11/05/2024;"7,44";17/04/2024;9012100;C;2;;"55,31";;12;ALIQUOTA ZERO;N;;N;;;;26;0;26;;CAFE VASCONCELOS EXTRA FORTE 500G;CAFE VASCONCELOS EXTRA FORTE 500G;CAFE VASCONCELOS EXTRA FORTE 500G;;;N;;;N;N;7;TRIBUTADO 7%;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"17,9";;;;;
T;"7,90E+12";CAIXA TERMICA C/ TAMPA PORTA OBJETOS ANTARES 34L;34;"37,32";"73,9";S;S;N;;REOBOTE INDUSTRIA E COMERCIO DE ITENS UTEIS LTDA;4881;FESTA E LEMBRANCINHAS;BALANﾇO LJ 02 2020;CAIXAS;;UN;12;46856;T01;N;N;;;S;N;1;1;1;;;N;840847;6164;58;;07/03/2024;"29,83";05/04/2024;39231090;C;2;01/03/2019;"49,5";;13;TRIBUTADOS;N;;N;;0;D;5;0;5;;CAIXA TERMICA C/ TAMPA PORTA OBJETOS ANTARES 34L;CAIXA TERMICA C/ TAMPA PORTA OBJETOS ANTARES 34L;CAIXA TERMICA C/ TAMPA PORTA OBJETOS ANTARES 34L;;N;N;;;N;N;18;TRIBUTADO 18%;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"73,9";1128;;;;
T;"7,90E+12";CAIXA TERMICA KNAUF STYROCORTE 50L;"23,76";"26,08";63;S;S;;;KNAUF ISOPOR LTDA;4881;FESTA E LEMBRANCINHAS;BALANﾇO LJ 02 2020;CAIXAS;;UN;12;36851;T01;N;N;0;;S;;1;1;1;;;N;114080;6164;58;;01/06/2023;"22,27";05/04/2024;39231090;C;2;;"58,6";;13;TRIBUTADOS;N;;N;;0;D;2;0;2;;CAIXA TERMICA KNAUF STYROCORTE 50L;CAIXA TERMICA KNAUF STYROCORTE 50L;CAIXA TERMICA KNAUF STYROCORTE 50L;;;N;;;N;N;18;TRIBUTADO 18%;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;63;;;;;
T;"7,90E+12";CAIXA TERMICA KNAUF STYROCORTE C/ ALCA 44L;"18,11";"19,88";"49,9";S;S;;;KNAUF ISOPOR LTDA;4881;FESTA E LEMBRANCINHAS;BALANﾇO LJ 02 2020;CAIXAS;;UN;12;36851;T01;N;N;0;;S;;1;1;1;;;N;573573;6164;58;;01/06/2023;"16,98";05/04/2024;39231090;C;2;;"60,16";;13;TRIBUTADOS;N;;N;;;;3;0;3;;CAIXA TERMICA KNAUF STYROCORTE C/ ALCA 44L;CAIXA TERMICA KNAUF STYROCORTE C/ ALCA 44L;CAIXA TERMICA KNAUF STYROCORTE C/ ALCA 44L;;;N;;;N;N;18;TRIBUTADO 18%;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"49,9";;;;;
T;"7,90E+12";CAIXA TERMICA KNAUF STYROCORTE C/ DRENO 100L;"50,19";"57,72";132;S;S;;;KNAUF ISOPOR LTDA;4881;FESTA E LEMBRANCINHAS;BALANﾇO LJ 02 2020;CAIXAS;;UN;12;36851;T01;N;N;0;;S;;1;1;1;;;N;138253;6164;58;;01/06/2023;"47,06";05/04/2024;39239010;C;2;;"56,27";;13;TRIBUTADOS;N;;N;;;;2;0;2;;CAIXA TERMICA KNAUF STYROCORTE C/ DRENO 100L;CAIXA TERMICA KNAUF STYROCORTE C/ DRENO 100L;CAIXA TERMICA KNAUF STYROCORTE C/ DRENO 100L;;;N;;;N;N;18;TRIBUTADO 18%;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;132;;;;;
T;"7,90E+12";CAIXA TERMICA KNAUF STYROCORTE C/ DRENO 120L;"52,67";"60,57";154;S;S;;;KNAUF ISOPOR LTDA;4881;FESTA E LEMBRANCINHAS;BALANﾇO LJ 02 2020;CAIXAS;;UN;18;36851;T01;N;N;0;;S;;1;1;1;;;N;51569;6164;58;;30/05/2023;"49,38";05/04/2024;39231090;C;2;;"60,67";;13;TRIBUTADOS;N;;N;;;;2;0;2;;CAIXA TERMICA KNAUF STYROCORTE C/ DRENO 120L;CAIXA TERMICA KNAUF STYROCORTE C/ DRENO 120L;CAIXA TERMICA KNAUF STYROCORTE C/ DRENO 120L;;;N;;;N;N;18;TRIBUTADO 18%;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;154;;;;;
T;"7,90E+12";CAIXA TERMICA KNAUF STYROCORTE C/ DRENO 60L;"35,35";"38,8";93;S;S;;;KNAUF ISOPOR LTDA;4881;FESTA E LEMBRANCINHAS;BALANﾇO LJ 02 2020;CAIXAS;;UN;12;36851;T01;N;N;0;;S;;1;1;1;;;N;573580;6164;58;;01/06/2023;"33,14";05/04/2024;39231090;C;2;;"58,28";;13;TRIBUTADOS;N;;N;;;;4;0;4;;CAIXA TERMICA KNAUF STYROCORTE C/ DRENO 60L;CAIXA TERMICA KNAUF STYROCORTE C/ DRENO 60L;CAIXA TERMICA KNAUF STYROCORTE C/ DRENO 60L;;;N;;;N;N;18;TRIBUTADO 18%;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;93;;;;;
T;"7,90E+12";CAIXA TERMICA KNAUF STYROCORTE C/ DRENO 80L;"40,55";"44,5";96;S;S;;;KNAUF ISOPOR LTDA;4881;FESTA E LEMBRANCINHAS;BALANﾇO LJ 02 2020;CAIXAS;;UN;12;36851;T01;N;N;0;;S;;1;1;1;;;N;51552;6164;58;;01/06/2023;"38,01";05/04/2024;39239010;C;2;;"53,65";;13;TRIBUTADOS;N;;N;;;;3;0;3;;CAIXA TERMICA KNAUF STYROCORTE C/ DRENO 80L;CAIXA TERMICA KNAUF STYROCORTE C/ DRENO 80L;CAIXA TERMICA KNAUF STYROCORTE C/ DRENO 80L;;;N;;;N;N;18;TRIBUTADO 18%;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;96;;;;;
T;"7,90E+12";CAIXA TERMICA LAZER STYROCORTE 30L;"16,34";"17,93";"39,9";S;S;;;KNAUF ISOPOR LTDA;4881;FESTA E LEMBRANCINHAS;BALANﾇO LJ 02 2020;CAIXAS;;UN;12;36851;T01;N;N;0;;S;;1;1;1;;;N;51545;6164;58;;12/06/2023;"15,32";05/04/2024;39239010;C;2;;"55,06";;13;TRIBUTADOS;N;;N;;;;1;0;1;;CAIXA TERMICA LAZER STYROCORTE 30L;CAIXA TERMICA LAZER STYROCORTE 30L;CAIXA TERMICA LAZER STYROCORTE 30L;;;N;;;N;N;18;TRIBUTADO 18%;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"39,9";;;;;
T;"7,90E+12";CARVAO IMPERIAL 2.5KG;"7,5";"7,5";"11,9";S;S;N;;ADAIR MARQUES DOS SANTOS 07280271600;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;0;58110;T01;N;;0;;S;N;1;1;1;;;N;899638;6164;4;;12/03/2024;0;05/04/2024;44029000;C;2;28/02/2023;"36,97";;13;TRIBUTADOS;N;;N;;0;D;2;0;2;;CARVAO IMPERIAL 2.5KG;CARVAO IMPERIAL 2.5KG;CARVAO IMPERIAL 2.5KG;;N;N;;;N;N;18;TRIBUTADO 18%;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"11,9";27;N;;;
T;874535;CARVAO SANTO ANTONIO 2.5KG;"4,5";"4,5";"11,9";S;S;N;;ANDRIOLI E MARUYAMA LTDA.;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;40;11621;T01;N;N;0;;S;N;1;1;1;;;N;874535;6164;4;;24/05/2023;"4,08";05/04/2024;44029000;C;2;29/03/2021;"62,18";;13;TRIBUTADOS;N;;N;;0;D;17;0;17;;CARVAO SANTO ANTONIO 2.5KG;CARVAO SANTO ANTONIO 2.5KG;CARVAO SANTO ANTONIO 2.5KG;;N;N;;;N;N;18;TRIBUTADO 18%;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"11,9";1127;;;;
T;"7,90E+12";CERVEJA AMSTEL LAGER PM LATA SLEEK 350 ML;"2,5";"2,5";"3,1";S;S;N;;COMERCIO DE BEBIDAS MARRA LTDA;13;BEBIDAS;ALCOOLICA;CERVEJA LATA;;UN;0;56760;STB;N;N;0;;S;N;1;12;1;;;N;905856;26;29;201800;06/05/2024;0;06/05/2024;22030000;C;2;04/10/2023;"19,35";;14;MONOFASICO;N;;N;;0;D;84;0;84;;CERVEJA AMSTEL LAGER PM LATA SLEEK 350 ML;CERVEJA AMSTEL LAGER PM LATA SLEEK 350 ML;CERVEJA AMSTEL LAGER PM LATA SLEEK 350 ML;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"3,1";3286;N;;;
T;"7,90E+12";CERVEJA AMSTEL PM GFA 600ML;"4,71";"4,71";"4,99";S;S;N;;COMERCIO DE BEBIDAS MARRA LTDA;13;BEBIDAS;ALCOOLICA;CERVEJA - GARRAFA;;UN;20;56760;STB;N;N;;;S;N;1;24;1;;;N;835376;26;43;201800;26/04/2024;"4,71";26/04/2024;22030000;C;2;26/05/2018;"5,61";;14;MONOFASICO;N;;N;;0;D;72;0;72;;CERVEJA AMSTEL PM GFA 600ML;CERVEJA AMSTEL PM GFA 600ML;CERVEJA AMSTEL PM GFA 600ML;;N;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"4,99";625;;;;
T;"7,89E+12";CERVEJA ANTARCTICA BOA GFA LIQUIDA 1L;"4,91";"4,91";"6,99";S;S;;;DIST BEB. E ALIM. DO ALTO PARANAIBA LTDA;9;PET SHOP;ALCOOLICA;CERVEJA - GARRAFA;;UN;25;57722;STB;N;N;0;;S;;1;12;1;;;N;551229;26;43;201800;01/03/2024;"4,91";05/04/2024;22030000;C;2;;"29,76";;14;MONOFASICO;N;;N;;;;12;0;12;;CERVEJA ANTARCTICA BOA GFA LIQUIDA 1L;CERVEJA ANTARCTICA BOA GFA LIQUIDA 1L;CERVEJA ANTARCTICA BOA GFA LIQUIDA 1L;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"6,99";;;;;
T;7890527;CERVEJA ANTARCTICA BOA LIQ GFA 600ML;"4,04";"4,04";"5,6";S;S;;;DIST BEB. E ALIM. DO ALTO PARANAIBA LTDA;13;BEBIDAS;ALCOOLICA;CERVEJA - GARRAFA;;UN;25;57722;STB;N;N;"2,69";;S;;1;12;1;;;N;108522;26;43;201800;11/05/2024;"4,04";05/04/2024;22030000;C;2;;"27,86";;14;MONOFASICO;N;;N;;;;168;0;168;;CERVEJA ANTARCTICA BOA LIQ GFA 600ML;CERVEJA ANTARCTICA BOA LIQ GFA 600ML;CERVEJA ANTARCTICA BOA LIQ GFA 600ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;"2,69";S;N;0;0;MAIOR;MAIOR;;1;1;"5,6";;;;;
T;"7,89E+12";CERVEJA ANTARCTICA LATA 269ML;"1,59";"1,59";"2,59";S;S;N;;DIST BEB. E ALIM. DO ALTO PARANAIBA LTDA;13;BEBIDAS;ALCOOLICA;CERVEJA LATA;;UN;0;57722;STB;N;N;0;;S;N;1;15;1;;;N;884932;26;29;201800;26/04/2024;"1,59";26/04/2024;22030000;C;2;23/08/2021;"38,61";;14;MONOFASICO;N;;N;;0;D;1230;0;1230;;CERVEJA ANTARCTICA LATA 269ML;CERVEJA ANTARCTICA LATA 269ML;CERVEJA ANTARCTICA LATA 269ML;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"2,59";1105;;;;
T;"7,89E+12";CERVEJA ANTARCTICA LATA CX 18X350 ML;10;10;"51,12";S;S;N;;DIST BEB. E ALIM. DO ALTO PARANAIBA LTDA;13;BEBIDAS;ALCOOLICA;CERVEJA LATA;;UN;0;57722;STB;N;N;0;;S;N;1;12;1;;;N;906782;26;29;302100;03/05/2024;10;06/05/2024;22030000;C;2;23/11/2023;"80,44";;14;MONOFASICO;N;;N;;0;D;211;0;211;;CERVEJA ANTARCTICA LATA CX 18X350 ML;CERVEJA ANTARCTICA LATA CX 18X350 ML;CERVEJA ANTARCTICA LATA CX 18X350 ML;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"51,12";2666;N;;;
T;"7,89E+12";CERVEJA ANTARCTICA SUBZERO 350ML;"1,86";"1,86";"3,1";S;S;;;DIST BEB. E ALIM. DO ALTO PARANAIBA LTDA;13;BEBIDAS;ALCOOLICA;CERVEJA LATA;;UN;20;57722;STB;N;N;"1,49";;S;N;1;12;1;;;N;407625;26;29;201800;15/03/2024;"1,86";05/04/2024;22030000;C;2;;40;;14;MONOFASICO;N;;N;;0;D;600;0;600;;CERVEJA ANTARCTICA SUBZERO 350ML;CERVEJA ANTARCTICA SUBZERO 350ML;CERVEJA ANTARCTICA SUBZERO 350ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;"1,49";S;N;0;0;MAIOR;MAIOR;;1;1;"3,1";;;;;
T;"7,89E+12";CERVEJA BRAHMA GFA LIQ 300ML;"1,66";"1,66";"2,25";S;S;;;DIST BEB. E ALIM. DO ALTO PARANAIBA LTDA;13;BEBIDAS;ALCOOLICA;CERVEJA - GARRAFA;;UN;20;57722;STB;N;N;0;;S;N;1;23;1;;;N;793685;26;43;201800;11/05/2024;"1,66";22/04/2024;22030000;C;2;21/08/2013;"26,22";;14;MONOFASICO;N;;N;;0;D;204;0;204;;CERVEJA BRAHMA GFA LIQ 300ML;CERVEJA BRAHMA GFA LIQ 300ML;CERVEJA BRAHMA GFA LIQ 300ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"2,25";85;;;;
